applicant_id,channel,group,city,application_date,background_check_completed_date,background_check_initiated_date,card_activation_date,card_mailed_date,first_batch_completed_date,orientation_completed_date,converted,bg_initiated,bg_completed,card_activated,orientation_done,ttfb_days,t_app_to_bginit,t_bginit_to_bgd,t_bgd_to_first
12651,web-search-engine,treatment,Asgard,2018-10-07,2018-10-11,2018-10-07,2018-10-12,2018-10-07,,,False,True,True,True,False,,0.0,4.0,
12652,social-media,control,Midgard,2018-10-07,2018-10-15,2018-10-13,2018-10-13,2018-10-08,,,False,True,True,True,False,,6.0,2.0,
12653,social-media,control,Midgard,2018-10-07,2018-10-20,2018-10-14,2018-10-14,2018-10-08,,,False,True,True,True,False,,7.0,6.0,
12654,job-search-site,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,,2018-10-08,,,False,True,True,False,False,,0.0,3.0,
12655,job-search-site,control,Asgard,2018-10-07,,,,2018-10-08,,,False,False,False,False,False,,,,
12656,social-media,control,Midgard,2018-10-07,2018-10-15,2018-10-12,2018-10-12,2018-10-07,,,False,True,True,True,False,,5.0,3.0,
12657,job-search-site,control,Midgard,2018-10-07,2018-10-12,2018-10-10,2018-10-10,2018-10-07,,2018-10-08,False,True,True,True,True,,3.0,2.0,
12658,web-search-engine,control,Asgard,2018-10-07,2018-10-14,2018-10-12,2018-10-12,2018-10-08,2018-10-16,,True,True,True,True,False,9.0,5.0,2.0,2.0
12659,web-search-engine,treatment,Asgard,2018-10-07,2018-10-11,2018-10-07,2018-10-11,2018-10-08,2018-10-15,2018-10-12,True,True,True,True,True,8.0,0.0,4.0,4.0
12660,social-media,control,Vanaheim,2018-10-07,2018-10-14,2018-10-10,2018-10-10,2018-10-07,,2018-10-08,False,True,True,True,True,,3.0,4.0,
12661,web-search-engine,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,2018-10-11,2018-10-07,2018-10-12,2018-10-13,True,True,True,True,True,5.0,0.0,3.0,2.0
12662,web-search-engine,treatment,Asgard,2018-10-07,2018-10-12,2018-10-07,2018-10-10,2018-10-07,2018-10-14,2018-10-07,True,True,True,True,True,7.0,0.0,5.0,2.0
12663,web-search-engine,treatment,Vanaheim,2018-10-07,2018-10-11,2018-10-07,2018-10-10,2018-10-07,2018-10-13,,True,True,True,True,False,6.0,0.0,4.0,2.0
12664,web-search-engine,treatment,Midgard,2018-10-07,2018-10-10,2018-10-07,2018-10-11,2018-10-08,,2018-10-14,False,True,True,True,True,,0.0,3.0,
12665,job-search-site,control,Midgard,2018-10-07,2018-10-16,2018-10-10,2018-10-10,2018-10-08,,,False,True,True,True,False,,3.0,6.0,
12666,job-search-site,treatment,Vanaheim,2018-10-07,2018-10-13,2018-10-07,,2018-10-07,,,False,True,True,False,False,,0.0,6.0,
12667,web-search-engine,control,Asgard,2018-10-07,2018-10-14,2018-10-12,2018-10-12,2018-10-07,2018-10-18,2018-10-09,True,True,True,True,True,11.0,5.0,2.0,4.0
12668,social-media,control,Asgard,2018-10-07,2018-10-26,2018-10-21,2018-10-21,2018-10-07,,,False,True,True,True,False,,14.0,5.0,
12669,web-search-engine,control,Midgard,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-07,2018-10-17,,True,True,True,True,False,10.0,4.0,4.0,2.0
12670,web-search-engine,control,Midgard,2018-10-07,2018-10-16,2018-10-11,2018-10-11,2018-10-08,2018-10-17,,True,True,True,True,False,10.0,4.0,5.0,1.0
12671,social-media,control,Asgard,2018-10-07,2018-10-21,2018-10-17,2018-10-17,2018-10-07,,,False,True,True,True,False,,10.0,4.0,
12672,job-search-site,control,Vanaheim,2018-10-07,2018-10-14,2018-10-10,2018-10-10,2018-10-07,,2018-10-07,False,True,True,True,True,,3.0,4.0,
12673,web-search-engine,control,Midgard,2018-10-07,2018-10-12,2018-10-10,2018-10-10,2018-10-07,,2018-10-13,False,True,True,True,True,,3.0,2.0,
12674,web-search-engine,control,Midgard,2018-10-07,2018-10-20,2018-10-14,2018-10-14,2018-10-07,,,False,True,True,True,False,,7.0,6.0,
12675,web-search-engine,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,2018-10-10,2018-10-07,2018-10-11,2018-10-12,True,True,True,True,True,4.0,0.0,3.0,1.0
12676,job-search-site,treatment,Asgard,2018-10-07,2018-10-11,2018-10-07,2018-10-11,2018-10-07,,,False,True,True,True,False,,0.0,4.0,
12677,social-media,control,Vanaheim,2018-10-07,2018-10-14,2018-10-12,2018-10-12,2018-10-08,2018-10-15,2018-10-08,True,True,True,True,True,8.0,5.0,2.0,1.0
12678,web-search-engine,control,Midgard,2018-10-07,2018-10-14,2018-10-10,2018-10-10,2018-10-07,,,False,True,True,True,False,,3.0,4.0,
12679,job-search-site,control,Midgard,2018-10-07,2018-10-17,2018-10-11,2018-10-11,2018-10-08,,2018-10-09,False,True,True,True,True,,4.0,6.0,
12680,web-search-engine,treatment,Vanaheim,2018-10-07,2018-10-10,2018-10-07,2018-10-10,2018-10-07,,,False,True,True,True,False,,0.0,3.0,
12681,web-search-engine,control,Asgard,2018-10-07,2018-10-12,2018-10-10,2018-10-10,2018-10-08,,2018-10-12,False,True,True,True,True,,3.0,2.0,
12682,web-search-engine,control,Midgard,2018-10-07,2018-10-12,2018-10-10,2018-10-10,2018-10-07,2018-10-14,2018-10-13,True,True,True,True,True,7.0,3.0,2.0,2.0
12683,job-search-site,control,Asgard,2018-10-07,2018-10-13,2018-10-09,2018-10-09,2018-10-07,2018-10-14,,True,True,True,True,False,7.0,2.0,4.0,1.0
12684,social-media,control,Alfheim,2018-10-07,2018-10-17,2018-10-10,2018-10-10,2018-10-08,2018-10-20,,True,True,True,True,False,13.0,3.0,7.0,3.0
12685,social-media,control,Midgard,2018-10-07,2018-10-14,2018-10-09,2018-10-09,2018-10-07,2018-10-18,2018-10-13,True,True,True,True,True,11.0,2.0,5.0,4.0
12686,web-search-engine,treatment,Asgard,2018-10-07,2018-10-09,2018-10-07,2018-10-13,2018-10-08,2018-10-15,2018-10-12,True,True,True,True,True,8.0,0.0,2.0,6.0
12687,social-media,control,Midgard,2018-10-07,2018-10-14,2018-10-12,2018-10-12,2018-10-07,,,False,True,True,True,False,,5.0,2.0,
12688,job-search-site,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,,2018-10-08,,,False,True,True,False,False,,0.0,3.0,
12689,job-search-site,control,Helheim,2018-10-07,2018-10-15,2018-10-10,2018-10-10,2018-10-07,2018-10-20,2018-10-10,True,True,True,True,True,13.0,3.0,5.0,5.0
12690,web-search-engine,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,2018-10-10,2018-10-07,2018-10-12,2018-10-13,True,True,True,True,True,5.0,0.0,3.0,2.0
12691,social-media,treatment,Alfheim,2018-10-07,2018-10-09,2018-10-07,2018-10-11,2018-10-08,2018-10-14,,True,True,True,True,False,7.0,0.0,2.0,5.0
12692,social-media,control,Midgard,2018-10-07,2018-10-12,2018-10-09,2018-10-09,2018-10-07,2018-10-13,2018-10-13,True,True,True,True,True,6.0,2.0,3.0,1.0
12693,social-media,treatment,Asgard,2018-10-07,2018-10-13,2018-10-07,2018-10-11,2018-10-08,2018-10-18,,True,True,True,True,False,11.0,0.0,6.0,5.0
12694,web-search-engine,treatment,Asgard,2018-10-07,2018-10-11,2018-10-07,2018-10-10,2018-10-07,,2018-10-07,False,True,True,True,True,,0.0,4.0,
12695,web-search-engine,control,Vanaheim,2018-10-07,2018-10-16,2018-10-10,2018-10-10,2018-10-07,,2018-10-07,False,True,True,True,True,,3.0,6.0,
12696,web-search-engine,control,Svartalfheim,2018-10-07,2018-10-14,2018-10-12,2018-10-12,2018-10-07,,2018-10-08,False,True,True,True,True,,5.0,2.0,
12697,social-media,control,Midgard,2018-10-07,2018-10-17,2018-10-15,2018-10-15,2018-10-07,,,False,True,True,True,False,,8.0,2.0,
12698,web-search-engine,treatment,Jotunheim,2018-10-07,2018-10-09,2018-10-07,2018-10-13,2018-10-08,2018-10-13,2018-10-12,True,True,True,True,True,6.0,0.0,2.0,4.0
12699,web-search-engine,treatment,Midgard,2018-10-07,2018-10-10,2018-10-07,2018-10-10,2018-10-08,2018-10-13,2018-10-11,True,True,True,True,True,6.0,0.0,3.0,3.0
12700,web-search-engine,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,2018-10-12,2018-10-08,2018-10-15,,True,True,True,True,False,8.0,0.0,3.0,5.0
12701,web-search-engine,control,Alfheim,2018-10-07,2018-10-16,2018-10-10,2018-10-10,2018-10-07,,,False,True,True,True,False,,3.0,6.0,
12702,social-media,control,Midgard,2018-10-07,2018-10-14,2018-10-11,2018-10-11,2018-10-08,,2018-10-16,False,True,True,True,True,,4.0,3.0,
12703,social-media,control,Midgard,2018-10-07,2018-10-22,2018-10-17,2018-10-17,2018-10-07,2018-10-25,,True,True,True,True,False,18.0,10.0,5.0,3.0
12704,social-media,treatment,Midgard,2018-10-07,2018-10-10,2018-10-07,2018-10-13,2018-10-07,2018-10-16,,True,True,True,True,False,9.0,0.0,3.0,6.0
12705,social-media,control,Asgard,2018-10-07,2018-10-12,2018-10-09,2018-10-09,2018-10-07,2018-10-14,2018-10-13,True,True,True,True,True,7.0,2.0,3.0,2.0
12706,web-search-engine,treatment,Asgard,2018-10-07,2018-10-12,2018-10-07,2018-10-12,2018-10-08,,2018-10-07,False,True,True,True,True,,0.0,5.0,
12707,web-search-engine,control,Asgard,2018-10-07,2018-10-17,2018-10-12,2018-10-12,2018-10-07,,,False,True,True,True,False,,5.0,5.0,
12708,social-media,control,Asgard,2018-10-07,2018-10-16,2018-10-11,2018-10-11,2018-10-07,2018-10-16,,True,True,True,True,False,9.0,4.0,5.0,0.0
12709,social-media,treatment,Asgard,2018-10-07,2018-10-09,2018-10-07,2018-10-11,2018-10-07,,,False,True,True,True,False,,0.0,2.0,
12710,job-search-site,treatment,Midgard,2018-10-07,2018-10-12,2018-10-07,2018-10-12,2018-10-08,,2018-10-07,False,True,True,True,True,,0.0,5.0,
12711,web-search-engine,control,Asgard,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-07,2018-10-15,,True,True,True,True,False,8.0,4.0,4.0,0.0
12712,web-search-engine,treatment,Midgard,2018-10-07,2018-10-12,2018-10-07,2018-10-18,2018-10-07,,2018-10-10,False,True,True,True,True,,0.0,5.0,
12713,web-search-engine,control,Midgard,2018-10-07,2018-10-16,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,5.0,
12714,web-search-engine,control,Midgard,2018-10-07,2018-10-19,2018-10-12,2018-10-12,2018-10-07,,,False,True,True,True,False,,5.0,7.0,
12715,web-search-engine,treatment,Midgard,2018-10-07,2018-10-11,2018-10-07,2018-10-12,2018-10-08,,,False,True,True,True,False,,0.0,4.0,
12716,web-search-engine,control,Vanaheim,2018-10-07,2018-10-15,2018-10-09,2018-10-09,2018-10-07,,2018-10-09,False,True,True,True,True,,2.0,6.0,
12717,web-search-engine,control,Asgard,2018-10-07,2018-10-17,2018-10-11,2018-10-11,2018-10-08,,2018-10-10,False,True,True,True,True,,4.0,6.0,
12718,web-search-engine,control,Asgard,2018-10-07,2018-10-17,2018-10-12,2018-10-12,2018-10-07,,2018-10-11,False,True,True,True,True,,5.0,5.0,
12719,job-search-site,control,Asgard,2018-10-07,2018-10-17,2018-10-14,2018-10-14,2018-10-08,,,False,True,True,True,False,,7.0,3.0,
12720,web-search-engine,control,Alfheim,2018-10-07,2018-10-12,2018-10-09,2018-10-09,2018-10-07,,2018-10-09,False,True,True,True,True,,2.0,3.0,
12721,web-search-engine,control,Asgard,2018-10-07,,,,2018-10-08,,2018-10-07,False,False,False,False,True,,,,
12722,job-search-site,control,Midgard,2018-10-07,,,,2018-10-08,,2018-10-07,False,False,False,False,True,,,,
12723,web-search-engine,control,Asgard,2018-10-07,2018-10-13,2018-10-10,2018-10-10,2018-10-07,2018-10-17,,True,True,True,True,False,10.0,3.0,3.0,4.0
12724,social-media,control,Vanaheim,2018-10-07,2018-10-16,2018-10-10,2018-10-10,2018-10-07,2018-10-18,,True,True,True,True,False,11.0,3.0,6.0,2.0
12725,social-media,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,2018-10-10,2018-10-08,2018-10-11,2018-10-12,True,True,True,True,True,4.0,0.0,3.0,1.0
12726,job-search-site,control,Midgard,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,4.0,
12727,web-search-engine,treatment,Midgard,2018-10-07,2018-10-09,2018-10-07,2018-10-13,2018-10-07,2018-10-13,2018-10-12,True,True,True,True,True,6.0,0.0,2.0,4.0
12728,social-media,treatment,Midgard,2018-10-07,2018-10-10,2018-10-07,2018-10-12,2018-10-07,,,False,True,True,True,False,,0.0,3.0,
12729,web-search-engine,control,Asgard,2018-10-07,2018-10-13,2018-10-10,2018-10-10,2018-10-07,2018-10-16,,True,True,True,True,False,9.0,3.0,3.0,3.0
12730,social-media,control,Midgard,2018-10-07,2018-10-14,2018-10-10,2018-10-10,2018-10-07,,,False,True,True,True,False,,3.0,4.0,
12731,web-search-engine,treatment,Midgard,2018-10-07,2018-10-12,2018-10-07,2018-10-09,2018-10-07,,,False,True,True,True,False,,0.0,5.0,
12732,web-search-engine,control,Asgard,2018-10-07,2018-10-22,2018-10-16,2018-10-16,2018-10-08,,,False,True,True,True,False,,9.0,6.0,
12733,social-media,control,Asgard,2018-10-07,2018-10-21,2018-10-17,2018-10-17,2018-10-08,,,False,True,True,True,False,,10.0,4.0,
12734,social-media,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,2018-10-11,2018-10-07,,,False,True,True,True,False,,0.0,3.0,
12735,web-search-engine,treatment,Midgard,2018-10-07,2018-10-13,2018-10-07,2018-10-11,2018-10-07,2018-10-15,,True,True,True,True,False,8.0,0.0,6.0,2.0
12736,social-media,treatment,Midgard,2018-10-07,2018-10-13,2018-10-07,2018-10-11,2018-10-08,,,False,True,True,True,False,,0.0,6.0,
12737,social-media,control,Midgard,2018-10-07,2018-10-23,2018-10-20,2018-10-20,2018-10-07,2018-10-25,,True,True,True,True,False,18.0,13.0,3.0,2.0
12738,social-media,control,Asgard,2018-10-07,2018-10-14,2018-10-10,2018-10-10,2018-10-08,2018-10-17,,True,True,True,True,False,10.0,3.0,4.0,3.0
12739,social-media,treatment,Asgard,2018-10-07,2018-10-09,2018-10-07,2018-10-10,2018-10-07,,,False,True,True,True,False,,0.0,2.0,
12740,web-search-engine,control,Asgard,2018-10-07,2018-10-22,2018-10-17,2018-10-17,2018-10-08,,2018-10-08,False,True,True,True,True,,10.0,5.0,
12741,job-search-site,control,Midgard,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,4.0,
12742,job-search-site,control,Jotunheim,2018-10-07,2018-10-14,2018-10-10,2018-10-10,2018-10-07,,2018-10-10,False,True,True,True,True,,3.0,4.0,
12743,web-search-engine,control,Midgard,2018-10-07,,,,2018-10-08,,2018-10-11,False,False,False,False,True,,,,
12744,social-media,treatment,Alfheim,2018-10-07,2018-10-11,2018-10-07,2018-10-13,2018-10-07,2018-10-14,,True,True,True,True,False,7.0,0.0,4.0,3.0
12745,web-search-engine,control,Asgard,2018-10-07,,,,2018-10-07,,,False,False,False,False,False,,,,
12746,web-search-engine,control,Midgard,2018-10-07,,,,2018-10-07,,2018-10-07,False,False,False,False,True,,,,
12747,social-media,control,Midgard,2018-10-07,2018-10-17,2018-10-13,2018-10-13,2018-10-08,,2018-10-08,False,True,True,True,True,,6.0,4.0,
12748,job-search-site,control,Midgard,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,4.0,
12749,web-search-engine,treatment,Muspelheim,2018-10-07,2018-10-09,2018-10-07,2018-10-13,2018-10-07,2018-10-16,2018-10-10,True,True,True,True,True,9.0,0.0,2.0,7.0
12750,job-search-site,control,Midgard,2018-10-07,2018-10-17,2018-10-13,2018-10-13,2018-10-08,,,False,True,True,True,False,,6.0,4.0,
12751,social-media,treatment,Midgard,2018-10-07,2018-10-11,2018-10-07,2018-10-12,2018-10-07,2018-10-16,,True,True,True,True,False,9.0,0.0,4.0,5.0
12752,web-search-engine,control,Midgard,2018-10-07,2018-10-18,2018-10-13,2018-10-13,2018-10-08,2018-10-19,,True,True,True,True,False,12.0,6.0,5.0,1.0
12753,web-search-engine,control,Midgard,2018-10-07,2018-10-15,2018-10-12,2018-10-12,2018-10-08,,,False,True,True,True,False,,5.0,3.0,
12754,web-search-engine,control,Asgard,2018-10-07,2018-10-14,2018-10-10,2018-10-10,2018-10-08,,2018-10-09,False,True,True,True,True,,3.0,4.0,
12755,web-search-engine,control,Midgard,2018-10-07,2018-10-16,2018-10-12,2018-10-12,2018-10-08,,2018-10-12,False,True,True,True,True,,5.0,4.0,
12756,web-search-engine,treatment,Alfheim,2018-10-07,2018-10-10,2018-10-07,2018-10-14,2018-10-07,2018-10-15,2018-10-14,True,True,True,True,True,8.0,0.0,3.0,5.0
12757,web-search-engine,control,Midgard,2018-10-07,2018-10-19,2018-10-14,2018-10-14,2018-10-07,,2018-10-09,False,True,True,True,True,,7.0,5.0,
12758,social-media,control,Alfheim,2018-10-07,2018-10-17,2018-10-13,2018-10-13,2018-10-07,,,False,True,True,True,False,,6.0,4.0,
12759,job-search-site,control,Asgard,2018-10-07,2018-10-15,2018-10-10,2018-10-10,2018-10-07,,2018-10-07,False,True,True,True,True,,3.0,5.0,
12760,social-media,control,Midgard,2018-10-07,2018-10-28,2018-10-24,2018-10-24,2018-10-08,,,False,True,True,True,False,,17.0,4.0,
12761,web-search-engine,control,Midgard,2018-10-07,2018-10-13,2018-10-11,2018-10-11,2018-10-08,2018-10-17,,True,True,True,True,False,10.0,4.0,2.0,4.0
12762,web-search-engine,treatment,Niflheim,2018-10-07,2018-10-11,2018-10-07,2018-10-14,2018-10-08,,,False,True,True,True,False,,0.0,4.0,
12763,job-search-site,control,Midgard,2018-10-07,,,,2018-10-08,,,False,False,False,False,False,,,,
12764,web-search-engine,control,Asgard,2018-10-07,2018-10-14,2018-10-12,2018-10-12,2018-10-08,,,False,True,True,True,False,,5.0,2.0,
12765,web-search-engine,control,Midgard,2018-10-07,2018-10-17,2018-10-14,2018-10-14,2018-10-08,,,False,True,True,True,False,,7.0,3.0,
12766,social-media,control,Asgard,2018-10-07,2018-10-16,2018-10-11,2018-10-11,2018-10-07,,,False,True,True,True,False,,4.0,5.0,
12767,job-search-site,control,Midgard,2018-10-07,,,,2018-10-08,,,False,False,False,False,False,,,,
12768,job-search-site,treatment,Alfheim,2018-10-07,2018-10-10,2018-10-07,2018-10-15,2018-10-08,2018-10-17,,True,True,True,True,False,10.0,0.0,3.0,7.0
12769,web-search-engine,control,Asgard,2018-10-07,2018-10-19,2018-10-14,2018-10-14,2018-10-08,,2018-10-08,False,True,True,True,True,,7.0,5.0,
12770,social-media,control,Midgard,2018-10-07,2018-10-15,2018-10-10,2018-10-10,2018-10-08,,,False,True,True,True,False,,3.0,5.0,
12771,web-search-engine,treatment,Vanaheim,2018-10-07,2018-10-09,2018-10-07,2018-10-12,2018-10-08,2018-10-13,,True,True,True,True,False,6.0,0.0,2.0,4.0
12772,social-media,control,Midgard,2018-10-07,2018-10-13,2018-10-09,2018-10-09,2018-10-07,,,False,True,True,True,False,,2.0,4.0,
12773,web-search-engine,control,Muspelheim,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-08,,2018-10-09,False,True,True,True,True,,4.0,4.0,
12774,social-media,control,Asgard,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,4.0,
12775,web-search-engine,control,Midgard,2018-10-07,2018-10-16,2018-10-12,2018-10-12,2018-10-08,,,False,True,True,True,False,,5.0,4.0,
12776,social-media,treatment,Asgard,2018-10-07,2018-10-09,2018-10-07,2018-10-21,2018-10-07,,,False,True,True,True,False,,0.0,2.0,
12777,job-search-site,control,Asgard,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-08,,2018-10-10,False,True,True,True,True,,4.0,4.0,
12778,social-media,treatment,Midgard,2018-10-07,2018-10-12,2018-10-07,2018-10-12,2018-10-07,2018-10-15,,True,True,True,True,False,8.0,0.0,5.0,3.0
12779,web-search-engine,control,Asgard,2018-10-07,2018-10-12,2018-10-10,2018-10-10,2018-10-07,2018-10-13,2018-10-14,True,True,True,True,True,6.0,3.0,2.0,1.0
12780,web-search-engine,control,Asgard,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-07,,2018-10-07,False,True,True,True,True,,4.0,4.0,
12781,web-search-engine,control,Midgard,2018-10-07,2018-10-16,2018-10-13,2018-10-13,2018-10-07,2018-10-19,,True,True,True,True,False,12.0,6.0,3.0,3.0
12782,web-search-engine,treatment,Midgard,2018-10-07,2018-10-10,2018-10-07,2018-10-12,2018-10-08,,,False,True,True,True,False,,0.0,3.0,
12783,web-search-engine,control,Asgard,2018-10-07,2018-10-17,2018-10-11,2018-10-11,2018-10-08,,2018-10-12,False,True,True,True,True,,4.0,6.0,
12784,job-search-site,treatment,Midgard,2018-10-07,2018-10-09,2018-10-07,2018-10-10,2018-10-08,,,False,True,True,True,False,,0.0,2.0,
12785,social-media,control,Midgard,2018-10-07,2018-10-13,2018-10-10,2018-10-10,2018-10-07,2018-10-16,,True,True,True,True,False,9.0,3.0,3.0,3.0
12786,web-search-engine,treatment,Midgard,2018-10-07,2018-10-11,2018-10-07,2018-10-10,2018-10-07,2018-10-13,2018-10-13,True,True,True,True,True,6.0,0.0,4.0,2.0
12787,job-search-site,treatment,Midgard,2018-10-07,2018-10-12,2018-10-07,2018-10-12,2018-10-07,,,False,True,True,True,False,,0.0,5.0,
12788,web-search-engine,control,Jotunheim,2018-10-07,2018-10-19,2018-10-16,2018-10-16,2018-10-07,,,False,True,True,True,False,,9.0,3.0,
12789,web-search-engine,control,Midgard,2018-10-07,2018-10-16,2018-10-13,2018-10-13,2018-10-08,,,False,True,True,True,False,,6.0,3.0,
12790,job-search-site,control,Midgard,2018-10-07,2018-10-15,2018-10-13,2018-10-13,2018-10-08,,,False,True,True,True,False,,6.0,2.0,
12791,social-media,control,Midgard,2018-10-07,2018-10-13,2018-10-11,2018-10-11,2018-10-07,2018-10-15,,True,True,True,True,False,8.0,4.0,2.0,2.0
12792,web-search-engine,control,Alfheim,2018-10-07,2018-10-17,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,6.0,
12793,web-search-engine,control,Asgard,2018-10-07,2018-10-15,2018-10-10,2018-10-10,2018-10-07,,2018-10-11,False,True,True,True,True,,3.0,5.0,
12794,social-media,control,Asgard,2018-10-07,2018-10-17,2018-10-12,2018-10-12,2018-10-08,2018-10-21,2018-10-10,True,True,True,True,True,14.0,5.0,5.0,4.0
12795,social-media,control,Asgard,2018-10-07,2018-10-16,2018-10-11,2018-10-11,2018-10-08,2018-10-18,,True,True,True,True,False,11.0,4.0,5.0,2.0
12796,web-search-engine,control,Vanaheim,2018-10-07,2018-10-16,2018-10-12,2018-10-12,2018-10-08,2018-10-16,,True,True,True,True,False,9.0,5.0,4.0,0.0
12797,web-search-engine,treatment,Alfheim,2018-10-07,2018-10-13,2018-10-07,2018-10-14,2018-10-08,2018-10-17,,True,True,True,True,False,10.0,0.0,6.0,4.0
12798,web-search-engine,treatment,Asgard,2018-10-07,2018-10-11,2018-10-07,2018-10-11,2018-10-07,,2018-10-12,False,True,True,True,True,,0.0,4.0,
12799,social-media,control,Alfheim,2018-10-07,2018-10-18,2018-10-16,2018-10-16,2018-10-07,2018-10-20,,True,True,True,True,False,13.0,9.0,2.0,2.0
12800,web-search-engine,treatment,Asgard,2018-10-07,2018-10-11,2018-10-07,2018-10-12,2018-10-07,2018-10-17,2018-10-11,True,True,True,True,True,10.0,0.0,4.0,6.0
12801,social-media,control,Midgard,2018-10-07,2018-10-17,2018-10-15,2018-10-15,2018-10-08,,,False,True,True,True,False,,8.0,2.0,
12802,job-search-site,treatment,Midgard,2018-10-07,2018-10-10,2018-10-07,,2018-10-08,,2018-10-12,False,True,True,False,True,,0.0,3.0,
12803,web-search-engine,treatment,Midgard,2018-10-07,2018-10-11,2018-10-07,2018-10-09,2018-10-07,2018-10-11,2018-10-14,True,True,True,True,True,4.0,0.0,4.0,0.0
12804,social-media,control,Asgard,2018-10-07,2018-10-14,2018-10-11,2018-10-11,2018-10-07,,,False,True,True,True,False,,4.0,3.0,
12805,job-search-site,control,Alfheim,2018-10-07,2018-10-18,2018-10-12,2018-10-12,2018-10-08,,,False,True,True,True,False,,5.0,6.0,
12806,social-media,control,Midgard,2018-10-07,2018-10-16,2018-10-10,2018-10-10,2018-10-07,,,False,True,True,True,False,,3.0,6.0,
12807,web-search-engine,control,Asgard,2018-10-07,2018-10-13,2018-10-11,2018-10-11,2018-10-07,,,False,True,True,True,False,,4.0,2.0,
12808,web-search-engine,control,Vanaheim,2018-10-07,2018-10-17,2018-10-11,2018-10-11,2018-10-07,,,False,True,True,True,False,,4.0,6.0,
12809,web-search-engine,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,2018-10-11,2018-10-08,2018-10-13,2018-10-14,True,True,True,True,True,6.0,0.0,3.0,3.0
12810,job-search-site,control,Midgard,2018-10-07,2018-10-16,2018-10-13,2018-10-13,2018-10-07,,2018-10-10,False,True,True,True,True,,6.0,3.0,
12811,web-search-engine,control,Alfheim,2018-10-07,2018-10-21,2018-10-14,2018-10-14,2018-10-07,,,False,True,True,True,False,,7.0,7.0,
12812,web-search-engine,control,Vanaheim,2018-10-07,2018-10-12,2018-10-10,2018-10-10,2018-10-07,2018-10-13,2018-10-13,True,True,True,True,True,6.0,3.0,2.0,1.0
12813,web-search-engine,control,Asgard,2018-10-07,2018-10-14,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,3.0,
12814,job-search-site,control,Midgard,2018-10-07,2018-10-11,2018-10-09,2018-10-09,2018-10-07,,,False,True,True,True,False,,2.0,2.0,
12815,web-search-engine,treatment,Alfheim,2018-10-07,2018-10-10,2018-10-07,2018-10-11,2018-10-08,,2018-10-13,False,True,True,True,True,,0.0,3.0,
12816,web-search-engine,control,Asgard,2018-10-07,2018-10-12,2018-10-10,2018-10-10,2018-10-08,2018-10-13,,True,True,True,True,False,6.0,3.0,2.0,1.0
12817,web-search-engine,control,Jotunheim,2018-10-07,2018-10-17,2018-10-12,2018-10-12,2018-10-08,,2018-10-07,False,True,True,True,True,,5.0,5.0,
12818,web-search-engine,control,Midgard,2018-10-07,,,,2018-10-08,,,False,False,False,False,False,,,,
12819,web-search-engine,control,Midgard,2018-10-07,2018-10-14,2018-10-11,2018-10-11,2018-10-08,,2018-10-10,False,True,True,True,True,,4.0,3.0,
12820,social-media,control,Alfheim,2018-10-07,2018-10-13,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,2.0,
12821,social-media,treatment,Muspelheim,2018-10-07,2018-10-12,2018-10-07,2018-10-10,2018-10-07,,,False,True,True,True,False,,0.0,5.0,
12822,web-search-engine,treatment,Asgard,2018-10-07,2018-10-11,2018-10-07,2018-10-12,2018-10-08,,2018-10-09,False,True,True,True,True,,0.0,4.0,
12823,web-search-engine,control,Midgard,2018-10-07,2018-10-17,2018-10-13,2018-10-13,2018-10-08,,2018-10-07,False,True,True,True,True,,6.0,4.0,
12824,social-media,control,Midgard,2018-10-07,2018-10-17,2018-10-13,2018-10-13,2018-10-08,2018-10-18,,True,True,True,True,False,11.0,6.0,4.0,1.0
12825,web-search-engine,control,Midgard,2018-10-07,2018-10-13,2018-10-09,2018-10-09,2018-10-07,,,False,True,True,True,False,,2.0,4.0,
